Number,Lemma,PoS,reason,tikhonov_roots_raw,deterministic_roots,kuznetsova_homonym_candidates,notes,roots
45331,фал,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фал
45339,фальсифицировать,v,lemma_level_conflict,"фальс,ифиц",фальс,,Root-level mapping escalated ифиц to lemma-level conflict,фальс
45341,фальшборт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фальш
45344,фальшиво,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фальш
45349,фамильный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фамиль
45350,фамильярно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фамильяр
45352,фамильярный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фамильяр
45353,фан,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фан
45356,фанатизм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фанат
45358,фанатически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фанат
45360,фанатично,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фанат
45362,фанатка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фанат
45368,фанта,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фант
45369,фантазер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фантаз
45370,фантазирование,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фантаз
45372,фантазия,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фантаз
45377,фантастически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фантаст
45378,фантастический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фантаст
45379,фантастично,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фантаст
45380,фантастичность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фантаст
45381,фантастичный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фантаст
45382,фантик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фантик
45386,фара,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фара
45396,фармацевтический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фарм
45398,фарси,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фарси
45399,фарсовый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фарс
45400,фарт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фарт
45402,фартучек,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фартук
45405,фарцовщик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фарц
45409,фас,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фас
45415,фаст-фуд,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фастфуд
45416,фасция,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фас
45420,фатально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фатал
45427,фаэтон,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фаэтон
45429,фаянсовый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фаянс
45432,федерал,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,федерал
45433,федерализм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,федерал
45436,федерация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,федерац
45437,федоровский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,федор
45441,фейхоа,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фейхоа
45442,фекалии,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фекал
45446,фельдшер,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фельдш
45447,фельдшерица,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фельдш
45450,фельдъегерь,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фельдъегер
45455,феминистский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,феминист
45456,фен,s,lemma_level_conflict,фен,,,Root-level mapping escalated фен to lemma-level conflict,фен
45457,фенечка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фенеч
45459,фенилкетонурия,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фенил
45461,фенольный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фенол
45462,феномен,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,феномен
45463,феноменально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,феномен
45467,фенотип,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фенотип
45468,фенотипический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фенотип
45469,феня,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фен
45473,феодосийский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,феодос
45474,ферганский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ферган
45475,ферзиковский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ферзик
45477,ферма,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,ферм
45482,фермерский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фермер
45483,фермерство,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фермер
45487,фестиваль,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фест
45490,фетишизм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фетиш
45494,фехтование,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фехт
45496,фешенебельный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фешен
45498,фиалка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фиалк
45499,фиалковый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фиалк
45500,фиаско,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фиаско
45505,фиг,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фиг
45506,фиг,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фиг
45508,фигня,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фигн
45511,фигурально,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фигур
45520,фиеста,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фиеста
45522,физик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,физ
45529,физик-теоретик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"физ,теоретик"
45530,физиолог,s,lemma_level_conflict,"физи,лог",лог,,Root-level mapping escalated физи to lemma-level conflict,"физи,лог"
45531,физиологически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"физи,лог"
45532,физиологический,a,lemma_level_conflict,"физи,лог",лог,,Root-level mapping escalated физи to lemma-level conflict,"физи,лог"
45533,физиология,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"физи,лог"
45534,физиономия,s,lemma_level_conflict,"физи,ном",ном,,Root-level mapping escalated физи to lemma-level conflict,"физи,ном"
45535,физиотерапевтический,a,lemma_level_conflict,"физи,терап",терап,,Root-level mapping escalated физи to lemma-level conflict,"физи,терап"
45536,физиотерапия,s,lemma_level_conflict,"физи,терап",терап,,Root-level mapping escalated физи to lemma-level conflict,"физи,терап"
45537,физически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,физи
45538,физический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,физи
45542,физлицо,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,физ
45543,физмат,s,lemma_level_conflict,"физ,мат",физ,,Conflicting automatic candidates across lemmas: мат-1|мат-2|матер,"физ,мат"
45545,физтех,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,физ
45546,физфак,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,физ
45549,фиксатый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фикс
45554,фиксироваться,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фикс
45558,филантроп,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,филантроп
45562,филе,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,филе
45563,филевский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,филев
45564,филейный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,филе
45569,филигранный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,филигран
45570,филин,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,филин
45571,филиппика,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,филиппик
45574,филогенез,s,lemma_level_conflict,"фил,ген",ген,,Root-level mapping escalated фил to lemma-level conflict,"фил,ген"
45575,филогенетический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"фил,ген"
45576,филолог,s,lemma_level_conflict,"фил,лог",лог,,Root-level mapping escalated фил to lemma-level conflict,"фил,лог"
45577,филологический,a,lemma_level_conflict,"фил,лог",лог,,Root-level mapping escalated фил to lemma-level conflict,"фил,лог"
45578,филология,s,lemma_level_conflict,"фил,лог",лог,,Root-level mapping escalated фил to lemma-level conflict,"фил,лог"
45579,филон,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,филон
45580,философ,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"фил,соф"
45581,философический,a,lemma_level_conflict,"фил,соф",соф,,Root-level mapping escalated фил to lemma-level conflict,"фил,соф"
45582,философия,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"фил,соф"
45583,философски,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"фил,соф"
45584,философский,a,lemma_level_conflict,"фил,соф",соф,,Root-level mapping escalated фил to lemma-level conflict,"фил,соф"
45585,философствование,s,lemma_level_conflict,"фил,соф",соф,,Root-level mapping escalated фил to lemma-level conflict,"фил,соф"
45586,философствовать,v,lemma_level_conflict,"фил,соф",соф,,Root-level mapping escalated фил to lemma-level conflict,"фил,соф"
45587,филфак,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,филфак
45588,филькин,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фильк
45590,фильтр,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фильтр
45591,фильтрационный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фильтр
45592,фильтрация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фильтр
45593,фильтровальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фильтр
45595,фимиам,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фимиам
45603,финансово,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,финанс
45606,финансово-хозяйственный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"финанс,хозяй"
45610,фингал,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фингал
45611,финик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,финик
45615,финикс,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,финикс
45620,финка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фин
45621,финляндский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,финлянд
45623,финноугорский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"фин,угор"
45625,финский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фин
45626,финт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,финт
45628,фиолетовый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фиолет
45631,фирма-производитель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,"фирм,производ"
45632,фирмач,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,фирм
